"latitude","longitude","room_type","reviews_per_month","review_performance","minimum_nights","neighbourhood","neighbourhood_group","calculated_host_listings_count","availability_365","price"
40.70065,-73.92378,"Private room",3.94,19,2,"Bushwick","Brooklyn","2",48,60
40.67588,-73.92405,"Private room",3.1,13,1,"Crown Heights","Brooklyn","3",125,85
40.79922,-73.94187,"Shared room",6.53,32,1,"East Harlem","Manhattan","7",83,49
40.80653,-73.94942,"Entire home/apt",5.23,22,1,"Harlem","Manhattan","1",9,160
40.80073,-73.94328,"Shared room",5.1,25,1,"East Harlem","Manhattan","7",72,45
40.79949,-73.94265,"Shared room",2.4,11,1,"East Harlem","Manhattan","7",90,60
40.79966,-73.94191,"Shared room",3.86,19,1,"East Harlem","Manhattan","7",89,55
40.79885,-73.94304,"Shared room",4.16,20,1,"East Harlem","Manhattan","7",83,45
40.69911,-73.94162,"Private room",0.29,1,10,"Bedford-Stuyvesant","Brooklyn","1",59,69
40.86069,-73.92513,"Private room",0.67,2,4,"Washington Heights","Manhattan","2",103,59
40.80485,-73.96319,"Private room",2.5,11,1,"Morningside Heights","Manhattan","1",365,87
40.66949,-73.92172,"Private room",1.91,8,1,"Crown Heights","Brooklyn","2",323,65
40.71623,-73.9601,"Private room",2.38,7,2,"Williamsburg","Brooklyn","1",86,85
40.72656,-73.98758,"Entire home/apt",5.78,23,2,"East Village","Manhattan","1",52,300
40.70908,-73.95663,"Private room",4.47,20,1,"Williamsburg","Brooklyn","1",295,55
40.73392,-73.98085,"Shared room",1.38,4,3,"Gramercy","Manhattan","2",0,70
40.76691,-73.98726,"Shared room",1.96,4,1,"Hell's Kitchen","Manhattan","5",23,95
40.72394,-73.99583,"Entire home/apt",6.13,28,1,"Nolita","Manhattan","1",121,240
40.68956,-73.9432,"Private room",2.77,8,3,"Bedford-Stuyvesant","Brooklyn","1",0,50
40.73354,-73.95719,"Private room",0.35,1,1,"Greenpoint","Brooklyn","1",0,65
40.72044,-73.98335,"Entire home/apt",3.23,14,3,"Lower East Side","Manhattan","2",8,240
40.70008,-73.89596,"Private room",1.38,5,1,"Ridgewood","Queens","2",28,47
40.71922,-73.98514,"Private room",0.89,4,1,"Lower East Side","Manhattan","2",11,120
40.71626,-74.00257,"Private room",1.97,7,4,"Civic Center","Manhattan","1",327,200
40.75277,-73.96594,"Entire home/apt",0.58,1,4,"Midtown","Manhattan","8",218,419
40.7667,-73.98692,"Shared room",1.3,2,1,"Hell's Kitchen","Manhattan","5",23,95
40.71099,-73.99442,"Private room",2.43,4,3,"Two Bridges","Manhattan","3",4,150
40.71933,-73.7536,"Private room",0.34,1,1,"Queens Village","Queens","2",0,55
40.67257,-73.94011,"Entire home/apt",1.18,4,3,"Crown Heights","Brooklyn","1",17,78
40.68035,-73.91035,"Entire home/apt",4.62,11,1,"Bedford-Stuyvesant","Brooklyn","2",80,167
40.76896,-73.92404,"Private room",7.26,34,1,"Astoria","Queens","2",334,65
40.68374,-73.99368,"Private room",3.47,16,1,"Carroll Gardens","Brooklyn","1",85,88
40.69814,-73.9219,"Private room",0.43,1,2,"Bushwick","Brooklyn","1",0,40
40.81141,-73.94051,"Private room",4.04,10,3,"Harlem","Manhattan","1",365,135
40.71437,-73.94133,"Private room",1.58,4,5,"Williamsburg","Brooklyn","1",66,70
40.69108,-73.94535,"Private room",0.35,1,2,"Bedford-Stuyvesant","Brooklyn","2",0,109
40.76838,-73.98723,"Shared room",1.2,5,1,"Hell's Kitchen","Manhattan","5",21,95
40.76769,-73.98681,"Shared room",2.22,5,1,"Hell's Kitchen","Manhattan","5",19,95
40.78399,-73.9733,"Private room",2.03,5,1,"Upper West Side","Manhattan","2",364,65
40.69463,-73.94787,"Private room",0.81,1,1,"Bedford-Stuyvesant","Brooklyn","2",0,50
40.69615,-73.9474,"Private room",1.2,5,1,"Bedford-Stuyvesant","Brooklyn","2",0,56
40.70921,-73.9426,"Entire home/apt",1,1,2,"Williamsburg","Brooklyn","1",22,125
40.72191,-73.97869,"Entire home/apt",1.54,5,2,"East Village","Manhattan","1",33,160
40.68942,-73.91714,"Entire home/apt",6.07,25,2,"Bushwick","Brooklyn","2",300,99
40.76725,-73.95864,"Private room",4.23,16,3,"Upper East Side","Manhattan","3",251,950
40.6916,-73.90713,"Private room",5,8,1,"Bushwick","Brooklyn","1",337,45
40.71912,-73.94296,"Entire home/apt",3,10,2,"Williamsburg","Brooklyn","1",49,327
40.71022,-73.79665,"Entire home/apt",3.16,11,2,"Jamaica Hills","Queens","1",81,110
40.67282,-73.77793,"Entire home/apt",10,23,1,"Jamaica","Queens","1",132,190
40.68462,-73.77582,"Entire home/apt",3.14,13,3,"Jamaica","Queens","1",44,120
40.86774,-73.92401,"Entire home/apt",1.3,4,5,"Inwood","Manhattan","3",271,99
40.71543,-73.99323,"Entire home/apt",5.74,26,1,"Chinatown","Manhattan","1",82,350
40.6909,-73.73193,"Private room",11.21,50,1,"Cambria Heights","Queens","1",61,50
40.71404,-73.99085,"Private room",1.3,2,1,"Chinatown","Manhattan","1",172,80
40.86804,-73.92429,"Private room",1,1,7,"Inwood","Manhattan","3",225,57
40.61186,-73.96955,"Private room",1,1,3,"Midwood","Brooklyn","1",0,38
40.78232,-73.97575,"Entire home/apt",0.42,1,30,"Upper West Side","Manhattan","1",74,140
40.78974,-73.94933,"Entire home/apt",5.93,25,1,"East Harlem","Manhattan","5",83,165
40.68991,-73.97352,"Entire home/apt",4.06,19,4,"Fort Greene","Brooklyn","1",179,750
40.79,-73.94964,"Entire home/apt",6,23,1,"East Harlem","Manhattan","5",56,165
40.79908,-73.96465,"Private room",0.6,2,7,"Upper West Side","Manhattan","1",283,50
40.74567,-73.98478,"Private room",4.72,20,1,"Midtown","Manhattan","1",0,65
40.72503,-73.98466,"Private room",0.95,4,1,"East Village","Manhattan","5",318,125
40.71668,-73.80588,"Entire home/apt",4.15,19,1,"Jamaica Estates","Queens","1",359,250
40.74685,-73.91586,"Private room",0.32,1,1,"Sunnyside","Queens","1",66,50
40.68171,-73.92858,"Entire home/apt",6.55,28,1,"Bedford-Stuyvesant","Brooklyn","1",74,115
40.68782,-73.94327,"Private room",0.32,1,14,"Bedford-Stuyvesant","Brooklyn","1",35,40
40.72713,-73.98402,"Private room",1.26,5,1,"East Village","Manhattan","5",318,80
40.66949,-73.99112,"Entire home/apt",1.07,2,30,"Gowanus","Brooklyn","1",100,85
40.66075,-73.95926,"Entire home/apt",1.15,4,4,"Prospect-Lefferts Gardens","Brooklyn","1",0,120
40.72078,-74.00726,"Entire home/apt",2.88,7,4,"Tribeca","Manhattan","1",20,300
40.70149,-73.92752,"Private room",1.79,5,1,"Bushwick","Brooklyn","2",22,80
40.82802,-73.94481,"Entire home/apt",0.32,1,3,"Harlem","Manhattan","2",0,74
40.85513,-73.93305,"Private room",1.95,7,3,"Washington Heights","Manhattan","1",20,60
40.69627,-73.93076,"Private room",0.7,2,5,"Bushwick","Brooklyn","3",94,100
40.83758,-73.85804,"Private room",1.9,5,1,"Parkchester","Bronx","2",167,47
40.68068,-73.97938,"Entire home/apt",1.29,4,3,"Park Slope","Brooklyn","1",35,245
40.7577,-73.83519,"Private room",4.06,19,1,"Flushing","Queens","1",36,65
40.7289,-73.89803,"Entire home/apt",1.88,5,2,"Maspeth","Queens","1",338,130
40.72207,-73.99751,"Entire home/apt",0.76,2,5,"SoHo","Manhattan","2",3,173
40.79463,-73.94604,"Entire home/apt",0.7,2,2,"East Harlem","Manhattan","1",8,100
40.69934,-73.92947,"Entire home/apt",0.41,1,4,"Bushwick","Brooklyn","1",15,120
40.78045,-73.94688,"Private room",6.71,28,1,"Upper East Side","Manhattan","1",9,105
40.68913,-73.95639,"Private room",4.74,8,2,"Bedford-Stuyvesant","Brooklyn","4",316,72
40.68868,-73.95623,"Private room",4.17,7,2,"Bedford-Stuyvesant","Brooklyn","4",351,79
40.76009,-73.88271,"Private room",5.62,22,1,"East Elmhurst","Queens","4",1,49
40.70464,-74.0164,"Entire home/apt",1,1,15,"Financial District","Manhattan","1",2,134
40.76468,-73.98785,"Private room",6.8,32,1,"Hell's Kitchen","Manhattan","1",77,160
40.71508,-73.97895,"Entire home/apt",2.88,10,2,"Lower East Side","Manhattan","1",27,140
40.65421,-73.95751,"Private room",0.94,4,1,"Flatbush","Brooklyn","1",358,50
40.77289,-73.94689,"Private room",4.88,20,1,"Upper East Side","Manhattan","1",147,120
40.69081,-73.93025,"Entire home/apt",4.92,14,2,"Bedford-Stuyvesant","Brooklyn","8",270,155
40.7545,-73.97067,"Entire home/apt",4.47,20,1,"Midtown","Manhattan","1",139,260
40.64849,-74.00277,"Entire home/apt",2.55,11,2,"Sunset Park","Brooklyn","1",19,130
40.76808,-73.98625,"Private room",3.51,16,2,"Hell's Kitchen","Manhattan","2",54,89
40.68831,-73.75141,"Private room",3.09,14,3,"Springfield Gardens","Queens","3",352,42
40.78499,-73.94588,"Entire home/apt",5.11,22,1,"East Harlem","Manhattan","1",152,159
40.82004,-73.94622,"Private room",1.65,7,2,"Harlem","Manhattan","1",1,70
40.80074,-73.91574,"Private room",0.81,2,3,"Port Morris","Bronx","1",350,50
40.64015,-74.08127,"Entire home/apt",2.31,5,3,"St. George","Staten Island","1",326,99
40.74239,-73.9018,"Entire home/apt",2.93,13,3,"Woodside","Queens","1",236,99
40.7577,-73.91728,"Private room",1.94,8,2,"Astoria","Queens","1",333,60
40.68211,-73.92695,"Private room",0.76,2,5,"Bedford-Stuyvesant","Brooklyn","2",71,90
40.72493,-73.99318,"Entire home/apt",0.94,2,7,"NoHo","Manhattan","1",3,106
40.75744,-73.91839,"Entire home/apt",0.77,1,30,"Astoria","Queens","1",311,115
40.72688,-73.87861,"Private room",2.34,8,1,"Elmhurst","Queens","1",36,38
40.76799,-73.90995,"Private room",1.96,8,1,"Astoria","Queens","1",31,65
40.66277,-73.9574,"Private room",3.23,10,2,"Prospect-Lefferts Gardens","Brooklyn","1",111,75
40.7299,-73.98979,"Entire home/apt",0.7,2,3,"East Village","Manhattan","1",123,275
40.64098,-74.0935,"Entire home/apt",2.58,11,2,"New Brighton","Staten Island","1",241,249
40.76485,-73.99229,"Entire home/apt",2.38,7,2,"Hell's Kitchen","Manhattan","1",247,799
40.67144,-73.92496,"Entire home/apt",1.18,4,3,"Crown Heights","Brooklyn","1",7,90
40.69967,-73.75026,"Entire home/apt",1.58,2,2,"St. Albans","Queens","3",332,600
40.67723,-73.91256,"Private room",2.47,8,2,"Bedford-Stuyvesant","Brooklyn","5",213,58
40.75985,-73.88294,"Private room",2.58,11,1,"East Elmhurst","Queens","4",210,39
40.72347,-74.00463,"Entire home/apt",1.25,4,1,"SoHo","Manhattan","1",34,235
40.8026,-73.95829,"Entire home/apt",5,7,2,"Harlem","Manhattan","1",19,182
40.81325,-73.9398,"Entire home/apt",2.31,8,3,"Harlem","Manhattan","1",25,150
40.74535,-73.9764,"Entire home/apt",1.94,8,2,"Murray Hill","Manhattan","1",0,120
40.66155,-73.88916,"Entire home/apt",4,5,2,"East New York","Brooklyn","1",96,100
40.67138,-73.77238,"Entire home/apt",2.66,10,1,"Jamaica","Queens","1",0,90
40.70604,-74.01021,"Entire home/apt",1.27,4,2,"Financial District","Manhattan","327",303,194
40.67323,-73.96863,"Entire home/apt",0.86,1,3,"Prospect Heights","Brooklyn","1",45,145
40.70763,-74.0105,"Entire home/apt",1.88,7,2,"Financial District","Manhattan","327",272,470
40.70747,-74.01226,"Entire home/apt",3.42,13,2,"Financial District","Manhattan","327",272,247
40.70622,-73.90641,"Private room",4.53,19,1,"Ridgewood","Queens","2",5,50
40.70652,-73.94541,"Private room",0.65,2,1,"Williamsburg","Brooklyn","1",0,80
40.72705,-73.9846,"Private room",0.31,1,1,"East Village","Manhattan","5",15,80
40.81089,-73.94309,"Private room",2.21,10,1,"Harlem","Manhattan","2",172,62
40.7198,-73.94125,"Entire home/apt",3,8,2,"Williamsburg","Brooklyn","1",48,171
40.76022,-73.99253,"Entire home/apt",3.63,16,2,"Hell's Kitchen","Manhattan","1",247,395
40.70039,-73.92352,"Private room",0.7,2,2,"Bushwick","Brooklyn","1",364,72
40.76078,-73.88222,"Private room",1,1,1,"East Elmhurst","Queens","3",76,70
40.69655,-73.93458,"Private room",6,26,1,"Bedford-Stuyvesant","Brooklyn","1",0,55
40.67401,-73.92371,"Entire home/apt",2.61,11,1,"Crown Heights","Brooklyn","1",178,225
40.73018,-73.87172,"Private room",6.32,29,1,"Elmhurst","Queens","4",156,57
40.71629,-73.98862,"Private room",4.74,22,4,"Lower East Side","Manhattan","2",191,99
40.86313,-73.90183,"Shared room",0.94,4,1,"Kingsbridge","Bronx","1",0,35
40.71515,-73.99099,"Private room",5,23,4,"Chinatown","Manhattan","2",166,89
40.7637,-73.99037,"Private room",5.9,17,1,"Hell's Kitchen","Manhattan","1",278,135
40.76671,-73.81935,"Entire home/apt",2.82,11,1,"Flushing","Queens","4",150,85
40.7651,-73.81749,"Entire home/apt",2.08,7,1,"Flushing","Queens","4",156,85
40.70811,-73.91054,"Private room",1.15,4,3,"Ridgewood","Queens","2",264,60
40.67837,-73.91871,"Entire home/apt",1.53,7,2,"Bedford-Stuyvesant","Brooklyn","1",0,60
40.78234,-73.9476,"Entire home/apt",6.52,29,2,"Upper East Side","Manhattan","1",133,219
40.71917,-73.98343,"Entire home/apt",4.5,17,1,"Lower East Side","Manhattan","1",253,442
40.69421,-73.93834,"Entire home/apt",1.5,4,2,"Bedford-Stuyvesant","Brooklyn","1",117,250
40.76625,-73.91946,"Entire home/apt",0.38,1,2,"Astoria","Queens","1",7,160
40.73279,-73.954,"Entire home/apt",0.42,1,2,"Greenpoint","Brooklyn","1",7,240
40.74567,-73.99254,"Entire home/apt",2.02,8,2,"Chelsea","Manhattan","1",270,949
40.67692,-73.92241,"Private room",7.88,38,1,"Crown Heights","Brooklyn","1",330,60
40.78513,-73.95588,"Entire home/apt",0.41,1,5,"Upper East Side","Manhattan","1",77,180
40.7023,-73.91911,"Private room",2.73,11,1,"Bushwick","Brooklyn","1",56,59
40.76273,-73.99061,"Entire home/apt",4.52,20,1,"Hell's Kitchen","Manhattan","1",306,300
40.68592,-73.92695,"Entire home/apt",0.51,1,31,"Bedford-Stuyvesant","Brooklyn","2",155,120
40.61225,-73.9815,"Private room",4.5,17,7,"Bensonhurst","Brooklyn","2",58,39
40.70585,-73.80867,"Private room",4.53,19,1,"Jamaica","Queens","9",358,50
40.70598,-74.00804,"Private room",0.62,2,4,"Financial District","Manhattan","1",90,150
40.73101,-73.87139,"Private room",3.96,17,1,"Elmhurst","Queens","4",180,51
40.84316,-73.94062,"Private room",4.29,16,2,"Washington Heights","Manhattan","1",55,100
40.71492,-73.94397,"Private room",0.81,1,3,"Williamsburg","Brooklyn","1",0,60
40.69446,-73.9543,"Entire home/apt",1.85,5,1,"Bedford-Stuyvesant","Brooklyn","1",10,250
40.70044,-73.92503,"Private room",1.76,7,2,"Bushwick","Brooklyn","1",15,68
40.82457,-73.94008,"Entire home/apt",0.41,1,7,"Harlem","Manhattan","4",33,100
40.75909,-73.92005,"Entire home/apt",0.31,1,2,"Astoria","Queens","1",292,98
40.79491,-73.94162,"Entire home/apt",2.33,10,3,"East Harlem","Manhattan","1",307,400
40.6491,-73.96322,"Entire home/apt",2,2,3,"Flatbush","Brooklyn","1",108,110
40.76523,-73.9118,"Private room",3.04,11,1,"Astoria","Queens","4",192,49
40.85129,-73.92954,"Entire home/apt",3.91,17,3,"Washington Heights","Manhattan","1",313,300
40.68395,-73.92998,"Entire home/apt",2.55,11,5,"Bedford-Stuyvesant","Brooklyn","2",101,113
40.65596,-73.97951,"Entire home/apt",2.21,7,1,"Windsor Terrace","Brooklyn","3",232,55
40.74385,-73.97669,"Entire home/apt",8.24,37,4,"Kips Bay","Manhattan","1",4,100
40.72745,-74.0025,"Entire home/apt",0.98,4,5,"SoHo","Manhattan","1",365,285
40.63209,-74.018,"Private room",0.32,1,1,"Bay Ridge","Brooklyn","1",95,45
40.66115,-73.89352,"Entire home/apt",2.83,7,2,"East New York","Brooklyn","4",347,195
40.63866,-73.96735,"Entire home/apt",1,1,30,"Flatbush","Brooklyn","1",279,78
40.86255,-73.90059,"Private room",1.82,2,1,"Fordham","Bronx","1",332,42
40.8312,-73.9399,"Private room",0.77,2,7,"Washington Heights","Manhattan","1",90,99
40.71379,-73.94104,"Private room",0.45,1,27,"Williamsburg","Brooklyn","1",323,47
40.72997,-73.87183,"Private room",6.38,29,1,"Elmhurst","Queens","4",365,51
40.74038,-74.00139,"Entire home/apt",1.09,2,3,"Chelsea","Manhattan","1",39,170
40.70824,-74.01403,"Private room",0.67,1,4,"Financial District","Manhattan","1",0,125
40.6105,-74.09132,"Entire home/apt",1,1,1,"Grymes Hill","Staten Island","1",339,115
40.68775,-73.9277,"Private room",1,1,4,"Bedford-Stuyvesant","Brooklyn","3",23,50
40.68899,-73.9289,"Private room",3.81,11,3,"Bedford-Stuyvesant","Brooklyn","3",9,57
40.76275,-73.88198,"Shared room",0.33,1,1,"East Elmhurst","Queens","4",91,43
40.67875,-73.90704,"Entire home/apt",2,2,2,"Cypress Hills","Brooklyn","1",162,160
40.75912,-73.92903,"Entire home/apt",1.43,2,3,"Long Island City","Queens","2",0,130
40.7075,-74.01179,"Entire home/apt",3.58,11,2,"Financial District","Manhattan","327",263,505
40.73679,-73.99592,"Private room",1.52,5,1,"Greenwich Village","Manhattan","2",359,425
40.66002,-73.94363,"Entire home/apt",7.27,11,2,"Prospect-Lefferts Gardens","Brooklyn","1",30,150
40.70092,-73.93732,"Private room",9.07,38,1,"Bushwick","Brooklyn","1",9,50
40.7234,-73.98267,"Private room",4.84,22,2,"East Village","Manhattan","4",284,62
40.79321,-73.96823,"Private room",0.38,1,3,"Upper West Side","Manhattan","1",24,380
40.60615,-74.00315,"Private room",1.05,4,2,"Bath Beach","Brooklyn","2",347,49
40.7786,-73.95208,"Entire home/apt",1,1,30,"Upper East Side","Manhattan","33",311,206
40.72028,-73.98794,"Entire home/apt",0.77,1,30,"Lower East Side","Manhattan","1",96,123
40.72175,-73.99544,"Entire home/apt",2.5,4,5,"Nolita","Manhattan","1",7,145
40.65477,-73.92207,"Private room",3.19,14,1,"East Flatbush","Brooklyn","4",365,75
40.66806,-73.95295,"Entire home/apt",2.63,10,2,"Crown Heights","Brooklyn","1",82,350
40.70845,-73.94266,"Private room",1.89,8,2,"Williamsburg","Brooklyn","2",5,76
40.74006,-73.82894,"Entire home/apt",6,17,1,"Flushing","Queens","1",145,200
40.89613,-73.85503,"Private room",3.18,13,1,"Wakefield","Bronx","1",0,35
40.57882,-74.09197,"Private room",2.53,11,1,"Dongan Hills","Staten Island","3",342,49
40.74376,-73.7942,"Entire home/apt",6.92,22,2,"Fresh Meadows","Queens","1",69,150
40.66465,-73.74907,"Entire home/apt",2.28,8,3,"Springfield Gardens","Queens","1",176,150
40.76386,-73.98901,"Entire home/apt",5.08,16,5,"Hell's Kitchen","Manhattan","1",14,195
40.76928,-73.94855,"Entire home/apt",3.93,16,2,"Upper East Side","Manhattan","1",3,140
40.6062,-73.98995,"Private room",2.44,10,1,"Bensonhurst","Brooklyn","12",0,35
40.60898,-73.95341,"Private room",1.83,7,1,"Sheepshead Bay","Brooklyn","8",348,65
40.60765,-73.95392,"Private room",2.26,5,1,"Sheepshead Bay","Brooklyn","8",359,65
40.60755,-73.95303,"Private room",2.63,7,1,"Sheepshead Bay","Brooklyn","8",352,65
40.66821,-73.75263,"Entire home/apt",6,23,1,"Springfield Gardens","Queens","2",304,50
40.6093,-73.95211,"Shared room",2.55,11,2,"Sheepshead Bay","Brooklyn","8",358,40
40.60852,-73.95368,"Shared room",1.14,4,2,"Sheepshead Bay","Brooklyn","8",343,40
40.69477,-73.93011,"Entire home/apt",2.86,8,3,"Bushwick","Brooklyn","1",119,180
40.74679,-74.00263,"Private room",1.11,4,1,"Chelsea","Manhattan","2",113,115
40.85549,-73.92789,"Private room",2.19,10,2,"Washington Heights","Manhattan","1",14,69
40.80626,-73.85122,"Private room",1.76,2,7,"Clason Point","Bronx","1",59,40
40.6875,-73.8664,"Private room",3.04,11,3,"Woodhaven","Queens","9",358,39
40.73446,-73.9867,"Private room",3.53,11,2,"Gramercy","Manhattan","4",13,99
40.78722,-73.94482,"Shared room",1,1,22,"East Harlem","Manhattan","1",12,40
40.73125,-73.87251,"Private room",8.94,41,1,"Elmhurst","Queens","4",365,38
40.7204,-74.00027,"Private room",0.34,1,3,"SoHo","Manhattan","3",86,64
40.71255,-73.93922,"Entire home/apt",1.23,4,3,"Williamsburg","Brooklyn","1",3,100
40.7461,-74.00329,"Private room",3.49,14,1,"Chelsea","Manhattan","2",108,110
40.71381,-73.95187,"Entire home/apt",0.47,1,3,"Williamsburg","Brooklyn","3",257,245
40.72392,-73.98915,"Entire home/apt",1.05,4,7,"East Village","Manhattan","1",15,135
40.76091,-73.99126,"Entire home/apt",5.45,23,4,"Hell's Kitchen","Manhattan","1",59,299
40.71859,-74.00459,"Entire home/apt",1.06,4,31,"Tribeca","Manhattan","1",165,299
40.73747,-73.86404,"Entire home/apt",1.23,4,7,"Corona","Queens","2",54,110
40.86615,-73.88828,"Private room",1.96,8,2,"Fordham","Bronx","3",34,60
40.67758,-73.92751,"Private room",4.29,17,1,"Bedford-Stuyvesant","Brooklyn","1",179,65
40.65401,-73.92013,"Private room",3.75,14,1,"East Flatbush","Brooklyn","4",365,90
40.79013,-73.94958,"Entire home/apt",3.55,13,3,"East Harlem","Manhattan","1",85,174
40.72002,-73.99704,"Entire home/apt",1.43,2,3,"Little Italy","Manhattan","1",33,260
40.68898,-73.94139,"Private room",0.77,1,10,"Bedford-Stuyvesant","Brooklyn","1",246,50
40.58649,-73.97339,"Shared room",0.74,2,11,"Gravesend","Brooklyn","12",0,24
40.75278,-73.89114,"Private room",0.49,1,3,"Jackson Heights","Queens","1",59,70
40.77029,-73.98761,"Private room",2.08,7,3,"Upper West Side","Manhattan","2",158,110
40.64673,-73.94686,"Entire home/apt",10.77,41,1,"East Flatbush","Brooklyn","1",292,95
40.66247,-73.93784,"Entire home/apt",2,2,2,"East Flatbush","Brooklyn","2",59,425
40.66387,-73.9384,"Entire home/apt",2.5,8,1,"Crown Heights","Brooklyn","2",148,150
40.72589,-74.00015,"Private room",2.44,10,1,"SoHo","Manhattan","10",23,119
40.65292,-73.95229,"Private room",1.07,2,5,"East Flatbush","Brooklyn","5",159,45
40.72585,-73.98831,"Private room",3.14,13,4,"East Village","Manhattan","1",48,50
40.76303,-73.88039,"Shared room",0.7,2,1,"East Elmhurst","Queens","4",123,34
40.63196,-73.94572,"Private room",1.52,5,2,"East Flatbush","Brooklyn","3",43,175
40.71829,-73.95819,"Private room",1.07,4,3,"Williamsburg","Brooklyn","2",97,109
40.6633,-73.89733,"Entire home/apt",2.63,10,2,"East New York","Brooklyn","1",157,140
40.61489,-73.94541,"Shared room",1.83,7,2,"Midwood","Brooklyn","1",0,26
40.6313,-73.94534,"Private room",2.18,5,2,"Flatlands","Brooklyn","3",43,175
40.76248,-73.98937,"Entire home/apt",2.89,11,4,"Hell's Kitchen","Manhattan","1",61,299
40.70748,-74.0108,"Entire home/apt",2.66,10,2,"Financial District","Manhattan","327",309,234
40.7071,-74.01194,"Entire home/apt",2.28,8,2,"Financial District","Manhattan","327",327,230
40.70642,-74.01255,"Entire home/apt",1.5,2,2,"Financial District","Manhattan","327",319,230
40.76112,-73.98663,"Entire home/apt",0.75,1,29,"Theater District","Manhattan","327",337,217
40.75948,-73.98615,"Entire home/apt",0.6,1,29,"Theater District","Manhattan","327",193,152
40.70303,-73.74906,"Entire home/apt",12,56,1,"Queens Village","Queens","3",362,125
40.72667,-73.99878,"Entire home/apt",1.5,4,1,"Greenwich Village","Manhattan","10",133,289
40.7977,-73.96115,"Entire home/apt",3.65,13,4,"Upper West Side","Manhattan","1",132,330
40.78134,-73.95212,"Entire home/apt",4.89,22,5,"Upper East Side","Manhattan","1",146,289
40.68831,-73.9393,"Entire home/apt",3.57,14,1,"Bedford-Stuyvesant","Brooklyn","1",206,150
40.70532,-73.80965,"Private room",2.12,8,1,"Jamaica","Queens","9",360,40
40.70799,-74.01113,"Entire home/apt",3.33,13,2,"Financial District","Manhattan","327",317,228
40.70579,-74.01245,"Entire home/apt",0.67,1,2,"Financial District","Manhattan","327",322,203
40.66663,-73.7836,"Private room",0.8,2,1,"Springfield Gardens","Queens","8",0,49
40.74779,-73.981,"Entire home/apt",3.46,13,3,"Murray Hill","Manhattan","1",276,800
40.79738,-73.93196,"Private room",1.56,5,2,"East Harlem","Manhattan","1",35,50
40.72673,-73.98646,"Entire home/apt",4.29,17,3,"East Village","Manhattan","1",151,149
40.76769,-73.92564,"Private room",3.75,16,1,"Astoria","Queens","2",319,55
40.71313,-73.99615,"Private room",3.71,16,1,"Chinatown","Manhattan","4",175,108
40.77961,-73.97821,"Private room",1.13,4,2,"Upper West Side","Manhattan","1",61,160
40.84427,-73.93742,"Private room",0.4,1,1,"Washington Heights","Manhattan","1",0,52
40.71214,-73.99568,"Private room",5.2,19,1,"Two Bridges","Manhattan","4",153,89
40.67916,-73.90628,"Private room",3.18,13,1,"Cypress Hills","Brooklyn","6",170,57
40.67919,-73.90684,"Private room",2.47,8,1,"Bedford-Stuyvesant","Brooklyn","6",164,57
40.65565,-73.92705,"Private room",0.45,1,30,"East Flatbush","Brooklyn","2",344,40
40.68092,-73.90777,"Private room",2.76,11,1,"Bedford-Stuyvesant","Brooklyn","6",138,55
40.77139,-73.95651,"Entire home/apt",0.57,1,30,"Upper East Side","Manhattan","13",283,290
40.83938,-73.85708,"Private room",4.92,14,1,"Parkchester","Bronx","2",352,45
40.70014,-73.93664,"Entire home/apt",3.49,14,1,"Bushwick","Brooklyn","1",292,150
40.66008,-73.92122,"Private room",2.5,7,2,"East Flatbush","Brooklyn","1",304,50
40.64448,-74.08485,"Entire home/apt",1.97,5,2,"St. George","Staten Island","1",65,68
40.75913,-73.99185,"Entire home/apt",2.9,8,6,"Hell's Kitchen","Manhattan","1",12,195
40.6898,-73.86077,"Private room",1.2,4,7,"Woodhaven","Queens","2",360,45
40.80038,-73.95994,"Private room",0.34,1,1,"Upper West Side","Manhattan","1",17,66
40.68966,-73.97311,"Private room",4.38,10,2,"Fort Greene","Brooklyn","1",0,125
40.68466,-73.91716,"Entire home/apt",5.36,14,2,"Bedford-Stuyvesant","Brooklyn","1",262,130
40.70741,-73.80838,"Private room",3.79,16,1,"Briarwood","Queens","9",342,50
40.87414,-73.88342,"Private room",4.76,14,1,"Norwood","Bronx","1",271,51
40.6386,-73.94584,"Entire home/apt",2.27,7,1,"East Flatbush","Brooklyn","1",19,82
40.76222,-73.91861,"Entire home/apt",3.85,14,3,"Astoria","Queens","1",206,360
40.6083,-73.75787,"Private room",2.26,5,1,"Bayswater","Queens","2",54,45
40.71304,-73.99484,"Private room",4.43,19,1,"Chinatown","Manhattan","4",164,89
40.88171,-73.85384,"Entire home/apt",0.82,2,2,"Williamsbridge","Bronx","1",360,75
40.80704,-73.95134,"Private room",3.79,16,3,"Harlem","Manhattan","1",20,105
40.77005,-73.91098,"Private room",2.47,8,1,"Ditmars Steinway","Queens","2",0,90
40.85176,-73.93009,"Private room",0.39,1,2,"Washington Heights","Manhattan","1",53,75
40.70579,-73.81001,"Shared room",4.05,14,1,"Briarwood","Queens","9",361,30
40.72947,-73.82076,"Entire home/apt",2.88,7,3,"Kew Gardens Hills","Queens","1",152,250
40.62329,-74.02136,"Shared room",1,1,10,"Bay Ridge","Brooklyn","12",0,24
40.61472,-73.99143,"Private room",1,1,2,"Bensonhurst","Brooklyn","4",364,79
